# time # location # GPS error on location 
 4.393   84.455 35923.675
 3.915   71.339 20081.520
82.420 15089.564 49971.542
12.728  467.491 27549.939
108.252 25691.254 13745.761
91.767 18602.347 7387.203
48.152 5350.658 42706.713
63.311 9050.485 9969.914
73.346 12030.668 6079.012
162.161 56843.589 9479.969
263.865 148850.144 23076.738
303.814 196873.745 71423.145
412.050 360669.531 41726.631
17.699  834.792 21978.613
74.507 12402.707 39179.455
158.830 54565.210 80487.969
483.301 495349.762 36544.373
632.966 847686.758 38469.966
72.539 11775.514 9237.158
487.530 504014.751 26296.276
51.345 6049.674 10616.818
482.112 492927.914 12526.917
311.363 206702.570 75497.234
413.949 363981.994 20477.789
180.118 69930.200 11181.023
847.733 1517645.459 20849.733
670.272 950158.317 3315.241
486.968 502859.577 13353.924
469.132 466869.510 29408.583
193.022 80171.145 22258.999
562.981 671220.764 33584.421
986.669 2054249.845 4046.663
426.857 386902.344 28384.640
437.580 406475.883 30727.040
387.847 319772.103 36286.050
582.826 719168.612 73404.176
18.895  938.655 42697.853
327.059 227901.939 5343.401
1116.103 2627103.366 28633.514
742.913 1166461.877 82033.685
574.237 698212.714 47760.715
360.930 277177.856 9504.003
480.592 489840.750 42481.816
24.862 1546.666 32317.946
672.774 957239.806 47431.412
402.888 344897.868 20607.674
1221.125 3143620.719 45129.350
156.668 53111.127 38005.432
595.587 750877.212 54589.701
1257.127 3331345.772 30067.231
572.298 693525.876 39198.786
214.573 98832.870 35968.949
182.528 71790.130 18037.612
768.105 1246651.350 21295.082
57.094 7416.256 12820.856
1027.392 2226894.200 6483.438
1384.923 4041673.460 18415.875
1088.724 2500060.811 40397.361
39.250 3627.684 28675.409
57.694 7566.899 56382.224
322.539 221691.291 23474.603
1247.590 3281083.680 30608.468
338.224 243612.797 25271.797
198.011 84317.984 51533.253
507.530 546007.309 62793.637
604.641 773786.693 52976.250
761.837 1226450.003 48816.130
338.512 244025.222 49681.510
198.419 84661.362 66348.975
173.144 64686.814 48194.211
695.941 1024060.233 47567.712
670.882 951882.505 1828.591
628.647 836200.657 12581.520
395.451 332355.827 53651.024
579.211 710311.555 29865.578
1072.508 2426297.737 22780.027
19.319  976.937 78457.177
812.806 1395500.894 14725.625
992.412 2078175.064 50899.070
714.826 1080198.224 21668.732
449.298 428417.594 28411.741
384.784 314771.835 44643.421
1107.481 2586753.698 40336.967
1275.315 3428252.706 49076.333
1314.914 3644048.087 41519.384
 0.735    8.480 9750.188
95.486 20101.747 60506.721
529.101 593182.508 4919.786
1182.638 2948954.626 12835.877
1138.430 2733033.057 24431.144
1328.890 3721780.186 76713.407
275.333 161950.762 73188.046
324.038 223742.265 81534.410
1070.527 2417365.338 48872.681
560.663 665726.883 49495.699
